 1.17507819086313E-02, 6.00254954770207E-03, 3.83285153657198E-03, 4.19552065432072E-03, 8.68364516645670E-03, 6.61816960200667E-03, 5.45611511915922E-03, 9.37877129763365E-03, 3.73193318955600E-03, 4.25203470513225E-03, 1.11884698271751E-02, 1.22261606156826E-02, 6.58877100795507E-03,
 6.74931425601244E-03, 3.04163340479136E-03, 9.24751046113670E-04,-6.93289621267468E-05, 3.65910609252751E-03,-2.16037646168843E-04,-3.62338265404105E-03,-1.00316479802132E-03,-2.14893510565162E-03,-4.02387976646423E-03,-8.15672241151333E-03,-8.48923996090889E-03,-4.33475291356444E-03,
-1.71727291308343E-03,-1.34564808104187E-03,-2.41587474010885E-03,-1.42452772706747E-03, 8.17305641248822E-04, 1.40400865348056E-04,-1.36525114066899E-03,-3.17051570164040E-04,-1.24988087918609E-03, 2.52219004323706E-04, 5.05659403279424E-03, 4.96717588976026E-03, 2.63612275011837E-03,
-2.43034074082971E-03,-3.05988360196352E-05,-7.50405946746469E-04,-8.60366330016404E-04, 6.05895183980465E-04,-1.17858254816383E-03,-3.60865192487836E-03,-6.08240137808025E-04,-4.27354173734784E-03,-4.03935508802533E-03,-5.70040382444859E-03,-4.58617974072695E-03,-2.21549510024488E-03,
-1.69446307700127E-03, 5.44505892321467E-04, 1.21707023936324E-04, 2.08176628802903E-04, 1.35609519202262E-03, 6.11105002462864E-04,-6.19182654190809E-04, 7.72952742408961E-04,-1.69471651315689E-03,-6.14812306594104E-04, 1.00072589702904E-03, 9.75968316197395E-04, 6.86321815010160E-04,
 1.54578810906969E-04, 2.08055030270771E-06,-4.61681847809814E-05,-2.03694653464481E-04, 5.94568497035652E-04,-5.91504394833464E-05,-4.34186658822000E-04, 3.81475576432422E-04,-7.89800076745450E-04,-5.09671117470134E-05, 8.59443447552621E-04, 7.16903537977487E-04, 2.27582058869302E-04,
 5.68136456422508E-04,-7.89729601820000E-05,-2.61324108578265E-04,-4.58434136817232E-04,-3.00284940749407E-04,-6.30654161795974E-04,-8.04820447228849E-04, 5.25643583387136E-04,-5.69808646105230E-04,-2.03741161385551E-04,-9.43752093007788E-06,-2.38989494391717E-04,-1.27341394545510E-04,
 3.64597071893513E-04, 3.69826360838488E-04, 1.65143301273929E-05, 9.22639737837017E-05,-4.62242780486122E-04,-6.64311737637036E-05,-2.74336402071640E-04, 3.68972570868209E-04,-1.37156908749603E-04, 1.97204317373689E-05, 5.51758916117251E-04, 5.50234690308571E-04, 3.65001847967505E-04,
-2.06275508389808E-04, 7.07908038748428E-05,-4.79382542835083E-05, 1.48562714457512E-04,-4.73478634376079E-04,-5.13576233061031E-05,-1.56403053551912E-04,-5.59872714802623E-04,-1.71511404914781E-04,-4.50919003924355E-04,-7.82699382398278E-04,-4.12657798733562E-04,-2.65894341282547E-04,
-5.53898862563074E-04,-1.94968146388419E-04,-1.20529599371366E-04,-9.61433397606015E-05,-2.47934163780883E-04,-1.01171179267112E-04, 6.06320354563650E-05,-5.48409123439342E-04, 2.25794410653180E-05,-1.26005616039038E-04,-2.89456947939470E-04,-2.35748302657157E-04,-1.30875501781702E-04,
 4.62679454358295E-05,-1.45655474625528E-04,-1.09635375338257E-05,-1.65128527441993E-04,-8.93372707650997E-05,-1.79289738298394E-04, 2.66725837718695E-05,-1.69998835190199E-04,-3.77506330551114E-05, 8.93721517059021E-05, 1.96798151591793E-04, 4.87558972963598E-05, 4.99247180414386E-05,
 4.87788696773350E-04,-9.36690485104918E-05, 2.28264107136056E-05,-5.45398215763271E-05,-1.07828869658988E-04,-2.05253978492692E-04,-6.46504267933778E-05,-1.51356452988693E-05,-1.83850948815234E-04,-2.71678818535293E-05,-1.76409503183095E-05,-8.55180987855420E-05,-3.80796154786367E-05,
-2.66857368842466E-05, 8.34015081636608E-05, 5.02281145600136E-05, 1.23535690363497E-04, 1.23617821373045E-04, 1.20076554594561E-04, 1.36898175696842E-04, 1.34360307129100E-04, 4.12766639783513E-05, 5.80054256715812E-05, 2.83752870018361E-05, 1.29317804749007E-05, 1.90326791198459E-05,
-2.99255974823609E-04, 1.31876877276227E-04, 8.85566769284196E-05, 1.69545091921464E-04, 3.66481574019417E-04, 3.39650665409863E-04, 2.58964777458459E-04, 2.16271728277206E-04, 2.40967245190404E-04, 1.30286993226036E-04, 5.05548741784878E-05, 8.10621932032518E-05, 2.66042261500843E-05,
